id,counts
ENSG00000000003,0.0206177149643403
ENSG00000000005,0.0567211708870934
ENSG00000000419,7.76915277767639
ENSG00000000457,1.79968444256887
ENSG00000000460,6.17131000049197
ENSG00000000938,0.0310136079961313
ENSG00000000971,0.524588698013393
ENSG00000001036,59.3947651344486
ENSG00000001084,2.42592773904779
ENSG00000001167,7.12033494823185
ENSG00000001460,1.15077262959429
ENSG00000001461,4.44521922341628
ENSG00000001497,10.9411978128059
ENSG00000001561,0
ENSG00000001617,1.02458149882427
ENSG00000001626,0.00166955316880204
ENSG00000001629,6.61622521545357
ENSG00000001630,1.8888253715737
ENSG00000001631,0.81291304150248
ENSG00000002016,1.45512812388055
ENSG00000002079,0.00478941064435268
ENSG00000002330,7.82231225100485
ENSG00000002549,95.7947268565553
ENSG00000002586,7.24165315771412
ENSG00000002587,0
ENSG00000002726,0
ENSG00000002745,0.0457414981094809
ENSG00000002746,0.0194222819618406
ENSG00000002822,0.202244285970308
ENSG00000002834,65.8721405768908
ENSG00000002919,7.91592993052098
ENSG00000002933,0.0349386835320335
ENSG00000003056,29.9619403148387
ENSG00000003096,0.480200797093966
ENSG00000003137,0.0309083191761313
ENSG00000003147,6.20944913065598
ENSG00000003249,5.26155460772346
ENSG00000003393,1.11296899026235
ENSG00000003400,2.50665690320641
ENSG00000003402,2.23817688701814
ENSG00000003436,6.50049967310382
ENSG00000003509,3.89908854729899
ENSG00000003756,4.29770237478888
ENSG00000003987,0.135635611032707
ENSG00000003989,0.00351909515350605
ENSG00000004059,71.8085430420686
ENSG00000004139,0.0829516903668334
ENSG00000004142,81.1169602292338
ENSG00000004399,3.96467169008073
ENSG00000004455,29.4981762641019
ENSG00000004468,0.024193383436971
ENSG00000004478,58.0698390674878
ENSG00000004487,17.5518346799318
ENSG00000004534,9.82949756022142
ENSG00000004660,2.53852618240593
ENSG00000004700,6.58468054909427
ENSG00000004766,3.51721221303624
ENSG00000004776,0.112208451712194
ENSG00000004777,0.9886751330576
ENSG00000004779,69.0199398724312
ENSG00000004799,0.0133089336832057
ENSG00000004809,0.00718800968835912
ENSG00000004838,0.169526124473074
ENSG00000004846,0.00319276419422682
ENSG00000004848,0.00893334848698309
ENSG00000004864,32.89121504949
ENSG00000004866,14.5494111112896
ENSG00000004897,24.2135190538977
ENSG00000004939,5.38871425962705
ENSG00000004948,0.0198923625990771
ENSG00000004961,28.9343289454942
ENSG00000004975,11.3098777790314
ENSG00000005001,0.0528023330449548
ENSG00000005007,26.8653268673003
ENSG00000005020,5.02044930385287
ENSG00000005022,346.922866133825
ENSG00000005059,2.66490598524741
ENSG00000005073,0
ENSG00000005075,56.3580266992863
ENSG00000005100,10.3388424195767
ENSG00000005102,0
ENSG00000005108,0
ENSG00000005156,3.22762657006458
ENSG00000005175,17.2230911865655
ENSG00000005187,30.4522620202484
ENSG00000005189,10.9253968096181
ENSG00000005194,37.870248098601
ENSG00000005206,4.97624255029642
ENSG00000005238,2.12414892353488
ENSG00000005243,0.211915783221014
ENSG00000005249,24.0276640049518
ENSG00000005302,4.00633716151967
ENSG00000005339,6.64153879616851
ENSG00000005379,0.0525676157813086
ENSG00000005381,0.254681429684645
ENSG00000005421,0.0210395186454213
ENSG00000005436,5.56207297789505
ENSG00000005448,2.02952239877411
ENSG00000005469,1.3657853141432
ENSG00000005471,0.17228631866989
ENSG00000005483,6.60765943287101
ENSG00000005486,22.3048810769346
ENSG00000005513,0
ENSG00000005700,7.03550503354089
ENSG00000005801,4.55041156384568
ENSG00000005810,1.40582221754064
ENSG00000005812,2.7037062625757
ENSG00000005844,0.0533507790054667
ENSG00000005882,0.468384499556095
ENSG00000005884,0.0715245750173367
ENSG00000005889,2.95005469119352
ENSG00000005893,19.5964495097977
ENSG00000005961,1.06166776855384
ENSG00000005981,0
ENSG00000006007,12.7712329856982
ENSG00000006015,3.55013647611496
ENSG00000006016,0.72226020152866
ENSG00000006025,3.93040226406776
ENSG00000006042,22.7871271460247
ENSG00000006047,0.0241425182642558
ENSG00000006059,0
ENSG00000006062,1.877399086978
ENSG00000006071,0.00221896949645874
ENSG00000006116,0.0231675678593791
ENSG00000006118,0.0591379266590227
ENSG00000006125,68.3324690455985
ENSG00000006128,0
ENSG00000006194,7.80045124113032
ENSG00000006210,0
ENSG00000006282,0.588572458596185
ENSG00000006283,0.0032456119526954
ENSG00000006327,7.10451124970304
ENSG00000006377,0
ENSG00000006432,0.180338384109752
ENSG00000006451,22.8330347361095
ENSG00000006453,4.60868386412062
ENSG00000006459,2.34447560676948
ENSG00000006468,1.45721723209378
ENSG00000006530,8.18767011400928
ENSG00000006534,0.166543221520061
ENSG00000006555,0.0137650316192571
ENSG00000006576,4.66202427556291
ENSG00000006606,17.4174048782037
ENSG00000006607,2.53900891827769
ENSG00000006611,0
ENSG00000006625,36.5766597528774
ENSG00000006634,27.4592636049749
ENSG00000006638,3.98622036972548
ENSG00000006652,3.76387936121465
ENSG00000006659,0.0310658781553308
ENSG00000006695,4.89712739325257
ENSG00000006704,7.77075085229095
ENSG00000006712,19.9414378578721
ENSG00000006715,7.82336200456308
ENSG00000006740,0.0700118055081407
ENSG00000006744,18.222749315584
ENSG00000006747,5.42419877390526
ENSG00000006756,0.374643265483761
ENSG00000006757,6.55441066943526
ENSG00000006788,0.109627982174545
ENSG00000006831,23.0027900615032
ENSG00000006837,0.175544227288331
ENSG00000007001,0
ENSG00000007038,36.3631740528993
ENSG00000007047,4.98324408417678
ENSG00000007062,0.0174717740769215
ENSG00000007080,41.5015601880748
ENSG00000007129,0.0424813125408718
ENSG00000007168,8.65961517579096
ENSG00000007171,0.00458207763948753
ENSG00000007174,0.0103200401517036
ENSG00000007202,41.4301961387572
ENSG00000007216,0
ENSG00000007237,0.0133154629753038
ENSG00000007255,10.2548205363479
ENSG00000007264,9.54271103997047
ENSG00000007306,0
ENSG00000007312,0.324514875701402
ENSG00000007314,0.223072735887657
ENSG00000007341,2.36780278053262
ENSG00000007350,0.246747097518621
ENSG00000007372,0.0376409564323344
ENSG00000007376,25.6198799047244
ENSG00000007384,2.114714022018
ENSG00000007392,3.71263756883595
ENSG00000007402,0.161434377905344
ENSG00000007516,1.00481156928455
ENSG00000007520,36.9714057311184
ENSG00000007541,5.71246058492165
ENSG00000007545,2.3463360641317
ENSG00000007866,7.76092029225464
ENSG00000007908,0.019368612117937
ENSG00000007923,12.6201757757673
ENSG00000007933,0
ENSG00000007944,25.3879936180308
ENSG00000007952,0.35260935845363
ENSG00000007968,9.61285442282198
ENSG00000008018,155.987307750501
ENSG00000008056,0.198697994316555
ENSG00000008083,13.4326701237587
ENSG00000008086,0.0195731275141378
ENSG00000008118,0
