Class															A.T hook factors	A.T hook factors	APSES-type DNA-binding domain	APSES-type DNA-binding domain	APSES-type DNA-binding domain	APSES-type DNA-binding domain	APSES-type DNA-binding domain	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)	Basic helix-loop-helix factors (bHLH)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	Basic leucine zipper factors (bZIP)	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C2H2 zinc finger factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	C6 zinc cluster factors	Copper-fist DNA-binding domain	Copper-fist DNA-binding domain	Fork head/winged helix factors	Fork head/winged helix factors	Fork head/winged helix factors	Fork head/winged helix factors	Fork head/winged helix factors	Fork head/winged helix factors	Heat shock factors	Heat shock factors	Heat shock factors	Heat shock factors	Heteromeric CCAAT-binding factors	Heteromeric CCAAT-binding factors	Heteromeric CCAAT-binding factors	High-mobility group (HMG) domain factors	High-mobility group (HMG) domain factors	High-mobility group (HMG) domain factors	High-mobility group (HMG) domain factors	Homeo domain factors	Homeo domain factors	Homeo domain factors	Homeo domain factors	Homeo domain factors	Homeo domain factors	Homeo domain factors	Homeo domain factors	MADS box factors	MADS box factors	MADS box factors	NDT80 domain factors	Other C4 zinc finger-type factors	Other C4 zinc finger-type factors	Other C4 zinc finger-type factors	Other C4 zinc finger-type factors	Other C4 zinc finger-type factors	Other C4 zinc finger-type factors	Other C4 zinc finger-type factors	Other C4 zinc finger-type factors	Other C4 zinc finger-type factors	Other C4 zinc finger-type factors	RING-type zinc finger	TATA-binding proteins	TEA domain factors	Tryptophan cluster factors	Tryptophan cluster factors	Tryptophan cluster factors	Tryptophan cluster factors	Tryptophan cluster factors	Tryptophan cluster factors	Tryptophan cluster factors	Tryptophan cluster factors	Tryptophan cluster factors
TF			AFT1	AFT2	DAL82	GCR1	GCR2	IME1	OPI1	SPT2	SPT23	STB3	STE12	XBP1	SUM1	SWI5	MBP1	MBP1::SWI6	PHD1	SOK2	SWI4	ABF1	CBF1	INO2	INO4	PHO4	RTG3	TYE7	nuc-1	ARR1	CAD1	CIN5	CST6	GCN4	HAC1	MET28	MET4	SKO1	YAP1	YAP3	YAP5	YAP6	YAP7	ACE2	ADR1	AZF1	CRZ1	GIS1	MET31	MET32	MIG1	MIG2	MIG3	MOT3	MSN2	MSN4	NRG1	REI1	RGM1	RIM101	RME1	RPH1	RPN4	SFP1	STP1	STP2	STP3	STP4	TDA9	USV1	YER130C	YGR067C	YPR013C	YPR015C	YPR022C	ZAP1	ZMS1	cre-1	msn-1	rst2	ARG81	ARO80	ASG1	CAT8	CEP3	CHA4	DAL81	ECM22	EDS1	ERT1	GAL4	GSM1	HAL9	HAP1	LEU3	LYS14	OAF1	PDR1	PDR3	PDR8	PUT3	RDR1	RDS1	RDS2	RGT1	RSC3	RSC30	SIP4	STB4	STB5	SUT1	SUT2	TBS1	TEA1	THI2	UGA3	UME6	UPC2	URC2	YER184C	YKL222C	YLL054C	YLR278C	YNR063W	YPR196W	YRM1	YRR1	nit-4	CUP2	MAC1	FHL1	FKH1	FKH2	HCM1	NCU00019	RFX1	HSF1	MGA1	SFL1	SKN7	HAP2	HAP3	HAP5	ABF2	IXR1	NHP10	ROX1	CUP9	HMRA1	HMRA2	MATALPHA2	PHO2	TOS8	YHP1	YOX1	ARG80	MCM1	RLM1	NDT80	ASH1	DAL80	ECM23	GAT1	GAT3	GAT4	GLN3	GZF3	SRD1	wc-1	MOT2	SPT15	TEC1	BAS1	DOT6	NCU02182	NSI1	RAP1	REB1	SNT2	TBF1	TOD6
ID			MA0269.1	MA0270.1	MA0291.1	MA0304.1	MA0305.1	MA0320.1	MA0349.1	MA0387.1	MA0388.1	MA0390.1	MA0393.1	MA0414.1	MA0398.1	MA0402.1	MA0329.1	MA0330.1	MA0355.1	MA0385.1	MA0401.1	MA0265.2	MA0281.2	MA0321.1	MA0322.1	MA0357.1	MA0376.1	MA0409.1	MA1436.1	MA0274.1	MA0279.2	MA0284.2	MA0286.1	MA0303.2	MA0310.1	MA0332.1	MA0335.1	MA0382.2	MA0415.1	MA0416.1	MA0417.1	MA0418.1	MA0419.1	MA0267.1	MA0268.1	MA0277.1	MA0285.1	MA0306.1	MA0333.1	MA0334.1	MA0337.1	MA0338.1	MA0339.1	MA0340.1	MA0341.1	MA0342.1	MA0347.2	MA0364.1	MA0366.1	MA0368.1	MA0370.1	MA0372.1	MA0373.1	MA0378.1	MA0394.1	MA0395.1	MA0396.1	MA0397.1	MA0431.1	MA0413.1	MA0423.1	MA0425.1	MA0434.1	MA0435.1	MA0436.1	MA0440.1	MA0441.1	MA1432.1	MA1433.1	MA1431.1	MA0272.1	MA0273.1	MA0275.1	MA0280.1	MA0282.1	MA0283.1	MA0290.1	MA0292.1	MA0294.1	MA0420.1	MA0299.1	MA0308.1	MA0311.1	MA0312.2	MA0324.1	MA0325.1	MA0348.1	MA0352.2	MA0353.1	MA0354.1	MA0358.1	MA0360.1	MA0361.1	MA0362.1	MA0367.1	MA0374.1	MA0375.1	MA0380.1	MA0391.1	MA0392.1	MA0399.1	MA0400.1	MA0404.1	MA0405.1	MA0407.1	MA0410.1	MA0412.2	MA0411.1	MA0422.1	MA0424.1	MA0428.1	MA0429.1	MA0430.1	MA0432.1	MA0437.1	MA0438.1	MA0439.1	MA1435.1	MA0287.1	MA0326.1	MA0295.1	MA0296.1	MA0297.1	MA0317.1	MA0929.1	MA0365.1	MA0319.1	MA0336.1	MA0377.1	MA0381.1	MA0313.1	MA0314.2	MA0316.1	MA0266.1	MA0323.1	MA0344.1	MA0371.1	MA0288.1	MA0327.1	MA0318.1	MA0328.2	MA0356.1	MA0408.1	MA0426.1	MA0433.1	MA0271.1	MA0331.1	MA0369.1	MA0343.1	MA0276.1	MA0289.1	MA0293.1	MA0300.1	MA0301.1	MA0302.1	MA0307.1	MA0309.1	MA0389.1	MA1437.1	MA0379.1	MA0386.1	MA0406.1	MA0278.1	MA0351.1	MA1434.1	MA0421.1	MA0359.2	MA0363.2	MA0384.1	MA0403.2	MA0350.1
Class	TF	ID																																																																																																																																																																																			
	AFT1	MA0269.1	0.0	0.0528642	0.3384	0.937853	0.937853	0.937853	0.372402	0.937853	0.937853	0.089847	0.724719	0.937853	0.937853	0.937853	0.856944	0.937853	0.20198	0.335544	0.937853	0.856944	0.508674	0.932199	0.712237	0.75743	0.0662394	0.937853	0.733093	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.55465	0.55465	0.937853	0.937853	0.488296	0.937853	0.937853	0.856944	0.937853	0.937853	0.563033	0.937853	0.937853	0.750821	0.650377	0.670753	0.937853	0.488296	0.658352	0.0662394	0.856944	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.0631664	0.937853	0.937853	0.733439	0.20198	0.873011	0.301815	0.937853	0.20198	0.937853	0.937853	0.65452	0.3384	0.71059	0.465797	0.937853	0.176004	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.820931	0.937853	0.55465	0.0631664	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.856944	0.856944	0.937853	0.937853	0.937853	0.937853	0.937853	0.3384	0.937853	0.937853	0.937853	0.670753	0.3384	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.603444	0.937853	0.937853	0.937853	0.937853	0.650377	0.597265	0.223578	0.937853	0.937853	0.937853	0.563033	0.937853	0.00847836	0.0662394	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.51681	0.355061	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.126006	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.937853	0.650377	0.937853	0.488296	0.0528642	0.51681	0.561378	0.55465	0.119593	0.937853	0.465797	0.0183971
	AFT2	MA0270.1	0.454223	4.29302e-14	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.202895	0.996603	0.996603	0.996603	0.996603
	DAL82	MA0291.1	0.709166	0.968545	1.22925e-21	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.709166	0.941251	0.709166	0.968545	0.709166	0.941251	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.709166	0.496476	0.644342	0.496476	0.863785	0.968545	0.968545	0.709166	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.792692	0.968545	0.968545	0.968545	0.968545	0.968545	0.709166	0.968545	0.968545	0.968545	0.968545	0.709166	0.941251	0.968545	0.968545	0.968545	0.968545	0.709166	0.968545	0.968545	0.83779	0.968545	0.709166	0.968545	0.968545	0.709166	0.496476	0.496476	0.941251	0.968545	0.968545	0.968545	0.709166	0.968545	0.0585321	0.968545	0.709166	0.709166	0.968545	0.709166	0.968545	0.709166	0.968545	0.709166	0.83779	0.733397	0.709166	0.637285	0.709166	0.968545	0.792801	0.348412	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.968545	0.709166	0.968545	0.968545	0.968545	0.968545	0.709166	0.968545	0.709166
	GCR1	MA0304.1	0.996603	0.996603	0.996603	2.09478e-22	0.000373159	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.983985	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.46935	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603
	GCR2	MA0305.1	0.99941	0.99941	0.99941	0.00175341	1.71632e-14	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941
	IME1	MA0320.1	0.958512	0.958512	0.958512	0.958512	0.958512	4.12894e-13	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.641403	0.958512	0.129041	0.958512	0.958512	0.958512	0.958512	0.245641	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.657556	0.221119	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.48674	0.958512	0.958512	0.958512	0.958512	0.245641	0.0187343	0.254611	0.958512	0.514687	0.170517	0.194275	0.958512	0.958512	0.958512	0.958512	0.740512	0.958512	0.201754	0.958512	0.958512	0.958512	0.958512	0.11995	0.0714155	0.958512	0.958512	0.958512	0.958512	0.129041	0.514687	0.514687	0.958512	0.958512	0.958512	0.026797	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.657556	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512	0.958512
	OPI1	MA0349.1	1.0	1.0	1.0	1.0	1.0	1.0	1.1914e-11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
